Connectome,Body_ID,Root_Side,Superclass,Class,Subclass,Type,Subtype,Entry_Nerve
maleCNS,814479,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,815260,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,816494,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,828620,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,809483,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,810049,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,810534,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,812159,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,815942,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,821708,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,44397,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,45030,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,47384,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,101076,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,142877,R,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,157952,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,42129,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,44742,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
MANC,103395,L,Sensory,Gustatory,Leg Bristle,LgLG8,-,ProLN
maleCNS,812828,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816117,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816133,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816365,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816650,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816684,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816714,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816779,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817033,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817038,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817273,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817287,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817378,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817388,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817396,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817405,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817425,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817496,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817498,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817521,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817615,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817666,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817710,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817777,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817841,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817852,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817853,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817882,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817888,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817915,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817935,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817947,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817956,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817988,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818031,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818045,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818056,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818068,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818076,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818172,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818184,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818266,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818347,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818355,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818376,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818415,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818523,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,914499,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,811957,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,815103,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,815791,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,815996,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816085,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816399,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816500,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816511,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816716,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816733,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816954,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,816968,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817025,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817056,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817100,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817239,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817368,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817373,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817417,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817418,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817432,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817436,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817497,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817507,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817513,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817532,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817533,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817594,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817671,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817673,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817677,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817678,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817686,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817742,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817783,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817828,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817855,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817949,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817970,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,817989,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818211,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,818309,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,822361,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,903102,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,906825,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,908614,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,914324,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,16643,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,31975,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,32723,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,32840,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,32897,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,38512,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,38768,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39523,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40347,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40365,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40544,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40911,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40947,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40981,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40984,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41107,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41225,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41587,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41698,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41726,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41922,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42119,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42191,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42339,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42401,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42413,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42463,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42720,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42814,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42831,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42874,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42879,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42939,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43044,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43197,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43239,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43588,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43790,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,44050,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,44075,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,44256,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,44613,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,44977,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,44999,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,45469,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104795,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104811,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104817,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,175699,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,200475,R,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,944448,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,27562,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,29636,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,30751,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,31053,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,31897,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,36989,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,37843,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39337,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39439,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39518,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39528,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39570,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39627,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,39924,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40143,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40202,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40246,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40272,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40465,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,40990,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41004,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41056,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41343,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41508,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41533,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41817,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,41983,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42116,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42135,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42568,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,42821,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43417,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43603,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,43837,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,44869,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,45790,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104612,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104698,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104704,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104718,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,104769,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,157506,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,174009,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,174010,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,174011,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,177490,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,177491,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
MANC,177787,L,Sensory,Gustatory,Wing Bristle,WG1,-,ADMN
maleCNS,813227,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,813265,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,813646,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,814126,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,814546,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,814749,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815099,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815235,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815955,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816077,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816250,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816393,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816423,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816471,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816503,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816507,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816593,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816652,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816721,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816778,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816788,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816838,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816854,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816872,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816986,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816987,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817068,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817118,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817159,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817200,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817455,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817491,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817510,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817566,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817572,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817634,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817713,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817743,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,818142,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,818185,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,818231,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,818384,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,818560,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,818567,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,818740,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,820030,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,903793,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,909251,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,804476,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,812342,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,812571,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,813331,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,813718,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,813915,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,814313,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,814586,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,814605,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815080,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815125,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815155,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815377,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815635,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815801,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815868,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815882,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815930,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815931,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,815944,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816106,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816142,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816181,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816240,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816254,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816380,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816452,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816522,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816574,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816643,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816735,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816760,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816890,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816897,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816920,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,816963,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817076,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817078,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817117,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817202,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817310,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817404,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,817612,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,819311,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,903151,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,906328,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,906527,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,908364,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
maleCNS,914449,L,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,27705,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,30139,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,30676,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,30683,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31208,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31321,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31347,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31603,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31605,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31851,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31915,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,31943,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32174,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32192,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32278,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32578,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32734,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32752,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32761,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,32788,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,33158,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,33208,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,33229,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,33451,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,33750,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,33779,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34067,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34105,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34191,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34238,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34273,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34332,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34379,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34469,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34533,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
MANC,34581,R,Sensory,Gustatory,Wing Bristle,WG2,-,ADMN
