protocol,pathway,test,sample,time_s,kc_class,d,n,D,N,weight
fig7_odor_only,no_only,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,4,end,1920.0,a_only,0.0,0.9438652371658662,0.0,0.8830593757819085,1.8830593757819085
fig7_odor_only,no_only,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,no_only,4,end,1920.0,shared,0.0,0.9438652371658662,0.0,0.8830593757819085,1.8830593757819085
fig7_odor_only,no_only,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,start,300.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,start,300.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,last_30s_start,330.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,last_30s_start,330.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,end,360.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,end,360.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,start,900.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,start,900.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,last_30s_start,930.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,last_30s_start,930.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,end,960.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,end,960.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,start,1260.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,start,1260.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,last_30s_start,1290.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,last_30s_start,1290.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,end,1320.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,end,1320.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,start,1860.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,start,1860.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,last_30s_start,1890.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,last_30s_start,1890.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,end,1920.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,end,1920.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_odor_only,neither,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,1,start,300.0,a_only,0.9864314409877991,0.6171071140248879,0.9858671509918503,0.18547992942670868,0.01675420884477964
fig7_dan_only,both,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,1,start,300.0,shared,0.9864314409877991,0.6171071140248879,0.9858671509918503,0.18547992942670868,0.01675420884477964
fig7_dan_only,both,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,1,last_30s_start,330.0,a_only,0.9864314409877991,0.6171071140248879,0.9862238502994308,0.20653063562069846,0.01662134665463362
fig7_dan_only,both,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,1,last_30s_start,330.0,shared,0.9864314409877991,0.6171071140248879,0.9862238502994308,0.20653063562069846,0.01662134665463362
fig7_dan_only,both,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,1,end,360.0,a_only,0.9864314409877991,0.6171071140248879,0.9863550726413697,0.22655468675894094,0.016736249602213316
fig7_dan_only,both,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,1,end,360.0,shared,0.9864314409877991,0.6171071140248879,0.9863550726413697,0.22655468675894094,0.016736249602213316
fig7_dan_only,both,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,2,start,900.0,a_only,0.9999975019496742,0.9438652371658662,0.9999973954909497,0.6110171508414255,4.1959087495857176e-06
fig7_dan_only,both,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,2,start,900.0,shared,0.9999975019496742,0.9438652371658662,0.9999973954909497,0.6110171508414255,4.1959087495857176e-06
fig7_dan_only,both,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,2,last_30s_start,930.0,a_only,0.9999975019496742,0.9438652371658662,0.9999974627856981,0.6272503435653045,4.128682844430916e-06
fig7_dan_only,both,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,2,last_30s_start,930.0,shared,0.9999975019496742,0.9438652371658662,0.9999974627856981,0.6272503435653045,4.128682844430916e-06
fig7_dan_only,both,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,2,end,960.0,a_only,0.9999975019496742,0.9438652371658662,0.9999974875420525,0.6426918341378491,4.127194153920087e-06
fig7_dan_only,both,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,2,end,960.0,shared,0.9999975019496742,0.9438652371658662,0.9999974875420525,0.6426918341378491,4.127194153920087e-06
fig7_dan_only,both,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,3,start,1260.0,a_only,0.7710496596779011,0.8043088994720129,0.7712851209418501,0.7198916004938929,0.3933647994000886
fig7_dan_only,both,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,3,start,1260.0,shared,0.7710496596779011,0.8043088994720129,0.7712851209418501,0.7198916004938929,0.3933647994000886
fig7_dan_only,both,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,3,last_30s_start,1290.0,a_only,0.7710496596779011,0.8043088994720129,0.7711362810361002,0.7240086807471511,0.39456303820183963
fig7_dan_only,both,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,3,last_30s_start,1290.0,shared,0.7710496596779011,0.8043088994720129,0.7711362810361002,0.7240086807471511,0.39456303820183963
fig7_dan_only,both,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,3,end,1320.0,a_only,0.7710496596779011,0.8043088994720129,0.7710815258947489,0.7279249686270812,0.39555394718647535
fig7_dan_only,both,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,3,end,1320.0,shared,0.7710496596779011,0.8043088994720129,0.7710815258947489,0.7279249686270812,0.39555394718647535
fig7_dan_only,both,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,4,start,1860.0,a_only,0.45840486618393755,0.5840481328614022,0.4585449136486537,0.680462852985632,0.9098951591735652
fig7_dan_only,both,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,4,start,1860.0,shared,0.45840486618393755,0.5840481328614022,0.4585449136486537,0.680462852985632,0.9098951591735652
fig7_dan_only,both,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,4,last_30s_start,1890.0,a_only,0.45840486618393755,0.5840481328614022,0.45845638676699485,0.6757606515985708,0.9074974781803851
fig7_dan_only,both,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,4,last_30s_start,1890.0,shared,0.45840486618393755,0.5840481328614022,0.45845638676699485,0.6757606515985708,0.9074974781803851
fig7_dan_only,both,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,4,end,1920.0,a_only,0.45840486618393755,0.5840481328614022,0.4584238195472415,0.6712877792792701,0.9051296519394401
fig7_dan_only,both,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,both,4,end,1920.0,shared,0.45840486618393755,0.5840481328614022,0.4584238195472415,0.6712877792792701,0.9051296519394401
fig7_dan_only,both,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,1,start,300.0,a_only,0.9864314409877991,0.0,0.9858671509918503,0.0,0.014132849008149706
fig7_dan_only,da_only,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,1,start,300.0,shared,0.9864314409877991,0.0,0.9858671509918503,0.0,0.014132849008149706
fig7_dan_only,da_only,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,1,last_30s_start,330.0,a_only,0.9864314409877991,0.0,0.9862238502994308,0.0,0.013776149700569174
fig7_dan_only,da_only,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,1,last_30s_start,330.0,shared,0.9864314409877991,0.0,0.9862238502994308,0.0,0.013776149700569174
fig7_dan_only,da_only,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,1,end,360.0,a_only,0.9864314409877991,0.0,0.9863550726413697,0.0,0.013644927358630321
fig7_dan_only,da_only,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,1,end,360.0,shared,0.9864314409877991,0.0,0.9863550726413697,0.0,0.013644927358630321
fig7_dan_only,da_only,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,2,start,900.0,a_only,0.9999975019496742,0.0,0.9999973954909497,0.0,2.6045090503190593e-06
fig7_dan_only,da_only,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,2,start,900.0,shared,0.9999975019496742,0.0,0.9999973954909497,0.0,2.6045090503190593e-06
fig7_dan_only,da_only,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,2,last_30s_start,930.0,a_only,0.9999975019496742,0.0,0.9999974627856981,0.0,2.5372143018786986e-06
fig7_dan_only,da_only,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,2,last_30s_start,930.0,shared,0.9999975019496742,0.0,0.9999974627856981,0.0,2.5372143018786986e-06
fig7_dan_only,da_only,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,2,end,960.0,a_only,0.9999975019496742,0.0,0.9999974875420525,0.0,2.5124579474677944e-06
fig7_dan_only,da_only,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,2,end,960.0,shared,0.9999975019496742,0.0,0.9999974875420525,0.0,2.5124579474677944e-06
fig7_dan_only,da_only,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,3,start,1260.0,a_only,0.7710496596779011,0.0,0.7712851209418501,0.0,0.2287148790581499
fig7_dan_only,da_only,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,3,start,1260.0,shared,0.7710496596779011,0.0,0.7712851209418501,0.0,0.2287148790581499
fig7_dan_only,da_only,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,3,last_30s_start,1290.0,a_only,0.7710496596779011,0.0,0.7711362810361002,0.0,0.2288637189638998
fig7_dan_only,da_only,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,3,last_30s_start,1290.0,shared,0.7710496596779011,0.0,0.7711362810361002,0.0,0.2288637189638998
fig7_dan_only,da_only,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,3,end,1320.0,a_only,0.7710496596779011,0.0,0.7710815258947489,0.0,0.22891847410525112
fig7_dan_only,da_only,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,3,end,1320.0,shared,0.7710496596779011,0.0,0.7710815258947489,0.0,0.22891847410525112
fig7_dan_only,da_only,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,4,start,1860.0,a_only,0.45840486618393755,0.0,0.4585449136486537,0.0,0.5414550863513463
fig7_dan_only,da_only,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,4,start,1860.0,shared,0.45840486618393755,0.0,0.4585449136486537,0.0,0.5414550863513463
fig7_dan_only,da_only,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,4,last_30s_start,1890.0,a_only,0.45840486618393755,0.0,0.45845638676699485,0.0,0.5415436132330051
fig7_dan_only,da_only,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,4,last_30s_start,1890.0,shared,0.45840486618393755,0.0,0.45845638676699485,0.0,0.5415436132330051
fig7_dan_only,da_only,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,4,end,1920.0,a_only,0.45840486618393755,0.0,0.4584238195472415,0.0,0.5415761804527586
fig7_dan_only,da_only,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,da_only,4,end,1920.0,shared,0.45840486618393755,0.0,0.4584238195472415,0.0,0.5415761804527586
fig7_dan_only,da_only,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,1,start,300.0,a_only,0.0,0.6171071140248879,0.0,0.18547992942670868,1.1854799294267087
fig7_dan_only,no_only,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,1,start,300.0,shared,0.0,0.6171071140248879,0.0,0.18547992942670868,1.1854799294267087
fig7_dan_only,no_only,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,1,last_30s_start,330.0,a_only,0.0,0.6171071140248879,0.0,0.20653063562069846,1.2065306356206984
fig7_dan_only,no_only,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,1,last_30s_start,330.0,shared,0.0,0.6171071140248879,0.0,0.20653063562069846,1.2065306356206984
fig7_dan_only,no_only,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,1,end,360.0,a_only,0.0,0.6171071140248879,0.0,0.22655468675894094,1.226554686758941
fig7_dan_only,no_only,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,1,end,360.0,shared,0.0,0.6171071140248879,0.0,0.22655468675894094,1.226554686758941
fig7_dan_only,no_only,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,2,start,900.0,a_only,0.0,0.9438652371658662,0.0,0.6110171508414255,1.6110171508414255
fig7_dan_only,no_only,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,2,start,900.0,shared,0.0,0.9438652371658662,0.0,0.6110171508414255,1.6110171508414255
fig7_dan_only,no_only,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,2,last_30s_start,930.0,a_only,0.0,0.9438652371658662,0.0,0.6272503435653045,1.6272503435653045
fig7_dan_only,no_only,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,2,last_30s_start,930.0,shared,0.0,0.9438652371658662,0.0,0.6272503435653045,1.6272503435653045
fig7_dan_only,no_only,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,2,end,960.0,a_only,0.0,0.9438652371658662,0.0,0.6426918341378491,1.6426918341378491
fig7_dan_only,no_only,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,2,end,960.0,shared,0.0,0.9438652371658662,0.0,0.6426918341378491,1.6426918341378491
fig7_dan_only,no_only,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,3,start,1260.0,a_only,0.0,0.8043088994720129,0.0,0.7198916004938929,1.719891600493893
fig7_dan_only,no_only,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,3,start,1260.0,shared,0.0,0.8043088994720129,0.0,0.7198916004938929,1.719891600493893
fig7_dan_only,no_only,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,3,last_30s_start,1290.0,a_only,0.0,0.8043088994720129,0.0,0.7240086807471511,1.724008680747151
fig7_dan_only,no_only,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,3,last_30s_start,1290.0,shared,0.0,0.8043088994720129,0.0,0.7240086807471511,1.724008680747151
fig7_dan_only,no_only,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,3,end,1320.0,a_only,0.0,0.8043088994720129,0.0,0.7279249686270812,1.7279249686270812
fig7_dan_only,no_only,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,3,end,1320.0,shared,0.0,0.8043088994720129,0.0,0.7279249686270812,1.7279249686270812
fig7_dan_only,no_only,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,4,start,1860.0,a_only,0.0,0.5840481328614022,0.0,0.680462852985632,1.680462852985632
fig7_dan_only,no_only,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,4,start,1860.0,shared,0.0,0.5840481328614022,0.0,0.680462852985632,1.680462852985632
fig7_dan_only,no_only,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,4,last_30s_start,1890.0,a_only,0.0,0.5840481328614022,0.0,0.6757606515985708,1.6757606515985708
fig7_dan_only,no_only,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,4,last_30s_start,1890.0,shared,0.0,0.5840481328614022,0.0,0.6757606515985708,1.6757606515985708
fig7_dan_only,no_only,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,4,end,1920.0,a_only,0.0,0.5840481328614022,0.0,0.6712877792792701,1.67128777927927
fig7_dan_only,no_only,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,no_only,4,end,1920.0,shared,0.0,0.5840481328614022,0.0,0.6712877792792701,1.67128777927927
fig7_dan_only,no_only,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,start,300.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,start,300.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,start,300.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,start,300.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,last_30s_start,330.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,last_30s_start,330.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,last_30s_start,330.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,last_30s_start,330.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,end,360.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,end,360.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,end,360.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,1,end,360.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,start,900.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,start,900.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,start,900.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,start,900.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,last_30s_start,930.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,last_30s_start,930.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,last_30s_start,930.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,last_30s_start,930.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,end,960.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,end,960.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,end,960.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,2,end,960.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,start,1260.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,start,1260.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,start,1260.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,start,1260.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,last_30s_start,1290.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,last_30s_start,1290.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,last_30s_start,1290.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,last_30s_start,1290.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,end,1320.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,end,1320.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,end,1320.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,3,end,1320.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,start,1860.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,start,1860.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,start,1860.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,start,1860.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,last_30s_start,1890.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,last_30s_start,1890.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,last_30s_start,1890.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,last_30s_start,1890.0,neither,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,end,1920.0,a_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,end,1920.0,b_only,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,end,1920.0,shared,0.0,0.0,0.0,0.0,1.0
fig7_dan_only,neither,4,end,1920.0,neither,0.0,0.0,0.0,0.0,1.0
